LOCATION,SUBJECT,MEASURE,TIME,Value
SDN,WHEAT,THND_HA,2009,235
SDN,WHEAT,THND_HA,2010,196
SDN,WHEAT,THND_HA,2011,199
SDN,WHEAT,THND_HA,2012,125
SDN,WHEAT,THND_HA,2013,136.9
SDN,WHEAT,THND_HA,2014,236.9
SDN,WHEAT,THND_HA,2015,236.9
SDN,WHEAT,THND_HA,2016,236.9
SDN,WHEAT,THND_HA,2017,229.4670643
SDN,WHEAT,THND_HA,2018,219.8403542
SDN,WHEAT,THND_HA,2019,214.1676337
SDN,WHEAT,THND_HA,2020,209.927297
SDN,WHEAT,THND_HA,2021,206.0548908
SDN,WHEAT,THND_HA,2022,203.6369273
SDN,WHEAT,THND_HA,2023,203.8685941
SDN,WHEAT,THND_HA,2024,204.8472143
SDN,WHEAT,THND_HA,2025,205.7680112
SDN,WHEAT,THND_HA,2026,206.3375811
CAN,RICE,THND_HA,1990,0
CAN,RICE,THND_HA,1991,0
CAN,RICE,THND_HA,1992,0
CAN,RICE,THND_HA,1993,0
CAN,RICE,THND_HA,1994,0
CAN,RICE,THND_HA,1995,0
CAN,RICE,THND_HA,1996,0
CAN,RICE,THND_HA,1997,0
CAN,RICE,THND_HA,1998,0
CAN,RICE,THND_HA,1999,0
CAN,RICE,THND_HA,2000,0
CAN,RICE,THND_HA,2001,0
CAN,RICE,THND_HA,2002,0
CAN,RICE,THND_HA,2003,0
CAN,RICE,THND_HA,2004,0
CAN,RICE,THND_HA,2005,0
CAN,RICE,THND_HA,2006,0
CAN,RICE,THND_HA,2007,0
CAN,RICE,THND_HA,2008,0
CAN,RICE,THND_HA,2009,0
CAN,RICE,THND_HA,2010,0
CAN,RICE,THND_HA,2011,0
CAN,RICE,THND_HA,2012,0
CAN,RICE,THND_HA,2013,0
CAN,RICE,THND_HA,2014,0
CAN,RICE,THND_HA,2015,0
CAN,RICE,THND_HA,2016,0
CAN,RICE,THND_HA,2017,0
CAN,RICE,THND_HA,2018,0
CAN,RICE,THND_HA,2019,0
CAN,RICE,THND_HA,2020,0
CAN,RICE,THND_HA,2021,0
CAN,RICE,THND_HA,2022,0
CAN,RICE,THND_HA,2023,0
CAN,RICE,THND_HA,2024,0
CAN,RICE,THND_HA,2025,0
CAN,RICE,THND_HA,2026,0
GHA,RICE,THND_HA,1990,49
GHA,RICE,THND_HA,1991,95
GHA,RICE,THND_HA,1992,80
GHA,RICE,THND_HA,1993,77
GHA,RICE,THND_HA,1994,81
GHA,RICE,THND_HA,1995,100
GHA,RICE,THND_HA,1996,105
GHA,RICE,THND_HA,1997,117.7
GHA,RICE,THND_HA,1998,130.4
GHA,RICE,THND_HA,1999,105
GHA,RICE,THND_HA,2000,115.2
GHA,RICE,THND_HA,2001,137
GHA,RICE,THND_HA,2002,122.8
GHA,RICE,THND_HA,2003,117
GHA,RICE,THND_HA,2004,119.4
GHA,RICE,THND_HA,2005,120
GHA,RICE,THND_HA,2006,125
GHA,RICE,THND_HA,2007,108.9
GHA,RICE,THND_HA,2008,132.8
GHA,RICE,THND_HA,2009,162.4
GHA,RICE,THND_HA,2010,181.2
GHA,RICE,THND_HA,2011,197.4
GHA,RICE,THND_HA,2012,189.5
GHA,RICE,THND_HA,2013,215.9
GHA,RICE,THND_HA,2014,224.5
GHA,RICE,THND_HA,2015,233
GHA,RICE,THND_HA,2016,248
GHA,RICE,THND_HA,2017,251.1111832
GHA,RICE,THND_HA,2018,250.5189513
GHA,RICE,THND_HA,2019,250.6618448
GHA,RICE,THND_HA,2020,250.3563691
GHA,RICE,THND_HA,2021,250.4133645
GHA,RICE,THND_HA,2022,250.2540686
GHA,RICE,THND_HA,2023,250.4574249
GHA,RICE,THND_HA,2024,250.454369
GHA,RICE,THND_HA,2025,250.5435236
GHA,RICE,THND_HA,2026,250.5820701
BGD,RICE,THND_TONNE,1990,17852.892
BGD,RICE,THND_TONNE,1991,18252.2
BGD,RICE,THND_TONNE,1992,18340.90039
BGD,RICE,THND_TONNE,1993,18050.20077
BGD,RICE,THND_TONNE,1994,16832.80072
BGD,RICE,THND_TONNE,1995,17686.90076
BGD,RICE,THND_TONNE,1996,18882.10078
BGD,RICE,THND_TONNE,1997,18862.1
BGD,RICE,THND_TONNE,1998,19904.67652
BGD,RICE,THND_TONNE,1999,23067.026
BGD,RICE,THND_TONNE,2000,24192.248
BGD,RICE,THND_TONNE,2001,24454.8889
BGD,RICE,THND_TONNE,2002,24730.86045
BGD,RICE,THND_TONNE,2003,25574.77619
BGD,RICE,THND_TONNE,2004,24156.918
BGD,RICE,THND_TONNE,2005,26400.692
BGD,RICE,THND_TONNE,2006,26328.034
BGD,RICE,THND_TONNE,2007,26134.05229
BGD,RICE,THND_TONNE,2008,31270.206
BGD,RICE,THND_TONNE,2009,31724.828
BGD,RICE,THND_TONNE,2010,32984.034
BGD,RICE,THND_TONNE,2011,33747.292
BGD,RICE,THND_TONNE,2012,33813.95205
BGD,RICE,THND_TONNE,2013,34127.252
BGD,RICE,THND_TONNE,2014,34525.2126
BGD,RICE,THND_TONNE,2015,34964.504
BGD,RICE,THND_TONNE,2016,35076.49256
BGD,RICE,THND_TONNE,2017,35848.45177
BGD,RICE,THND_TONNE,2018,36391.48336
BGD,RICE,THND_TONNE,2019,37106.79073
BGD,RICE,THND_TONNE,2020,37770.0929
BGD,RICE,THND_TONNE,2021,38325.18834
BGD,RICE,THND_TONNE,2022,38867.64711
BGD,RICE,THND_TONNE,2023,39387.723
BGD,RICE,THND_TONNE,2024,39924.98991
BGD,RICE,THND_TONNE,2025,40474.39469
BGD,RICE,THND_TONNE,2026,41046.8147
NOR,RICE,THND_TONNE,1990,0
NOR,RICE,THND_TONNE,1991,0
NOR,RICE,THND_TONNE,1992,0
NOR,RICE,THND_TONNE,1993,0
NOR,RICE,THND_TONNE,1994,0
NOR,RICE,THND_TONNE,1995,0
NOR,RICE,THND_TONNE,1996,0
NOR,RICE,THND_TONNE,1997,0
NOR,RICE,THND_TONNE,1998,0
NOR,RICE,THND_TONNE,1999,0
NOR,RICE,THND_TONNE,2000,0
NOR,RICE,THND_TONNE,2001,0
NOR,RICE,THND_TONNE,2002,0
NOR,RICE,THND_TONNE,2003,0
NOR,RICE,THND_TONNE,2004,0
NOR,RICE,THND_TONNE,2005,0
NOR,RICE,THND_TONNE,2006,0
NOR,RICE,THND_TONNE,2007,0
NOR,RICE,THND_TONNE,2008,0
NOR,RICE,THND_TONNE,2009,0
NOR,RICE,THND_TONNE,2010,0
NOR,RICE,THND_TONNE,2011,0
NOR,RICE,THND_TONNE,2012,0
NOR,RICE,THND_TONNE,2013,0
NOR,RICE,THND_TONNE,2014,0
NOR,RICE,THND_TONNE,2015,0
NOR,RICE,THND_TONNE,2016,0
NOR,RICE,THND_TONNE,2017,0
NOR,RICE,THND_TONNE,2018,0
NOR,RICE,THND_TONNE,2019,0
NOR,RICE,THND_TONNE,2020,0
NOR,RICE,THND_TONNE,2021,0
NOR,RICE,THND_TONNE,2022,0
NOR,RICE,THND_TONNE,2023,0
NOR,RICE,THND_TONNE,2024,0
NOR,RICE,THND_TONNE,2025,0
NOR,RICE,THND_TONNE,2026,0
PAK,RICE,THND_HA,1990,2113
PAK,RICE,THND_HA,1991,2097
PAK,RICE,THND_HA,1992,1974
PAK,RICE,THND_HA,1993,2187
PAK,RICE,THND_HA,1994,2125
PAK,RICE,THND_HA,1995,2162
PAK,RICE,THND_HA,1996,2251
PAK,RICE,THND_HA,1997,2317.3
PAK,RICE,THND_HA,1998,2423.6
PAK,RICE,THND_HA,1999,2515
PAK,RICE,THND_HA,2000,2376.6
PAK,RICE,THND_HA,2001,2114.2
PAK,RICE,THND_HA,2002,2225
PAK,RICE,THND_HA,2003,2461
PAK,RICE,THND_HA,2004,2519.6
PAK,RICE,THND_HA,2005,2621.4
PAK,RICE,THND_HA,2006,2581
PAK,RICE,THND_HA,2007,2515
PAK,RICE,THND_HA,2008,2962
PAK,RICE,THND_HA,2009,2883
PAK,RICE,THND_HA,2010,2365
PAK,RICE,THND_HA,2011,2571
PAK,RICE,THND_HA,2012,2309
PAK,RICE,THND_HA,2013,2789
PAK,RICE,THND_HA,2014,2891
PAK,RICE,THND_HA,2015,2748
PAK,RICE,THND_HA,2016,2657
PAK,RICE,THND_HA,2017,2636.686242
PAK,RICE,THND_HA,2018,2623.114469
PAK,RICE,THND_HA,2019,2617.532087
PAK,RICE,THND_HA,2020,2616.779269
PAK,RICE,THND_HA,2021,2615.566832
PAK,RICE,THND_HA,2022,2614.981111
PAK,RICE,THND_HA,2023,2614.238154
PAK,RICE,THND_HA,2024,2613.398134
PAK,RICE,THND_HA,2025,2612.435018
PAK,RICE,THND_HA,2026,2611.464674
ISR,RICE,THND_HA,1990,9.00E-05
ISR,RICE,THND_HA,1991,9.00E-05
ISR,RICE,THND_HA,1992,9.00E-05
ISR,RICE,THND_HA,1993,9.00E-05
ISR,RICE,THND_HA,1994,9.00E-05
ISR,RICE,THND_HA,1995,9.00E-05
ISR,RICE,THND_HA,1996,9.00E-05
ISR,RICE,THND_HA,1997,9.00E-05
ISR,RICE,THND_HA,1998,9.00E-05
ISR,RICE,THND_HA,1999,9.00E-05
ISR,RICE,THND_HA,2000,9.00E-05
ISR,RICE,THND_HA,2001,9.00E-05
ISR,RICE,THND_HA,2002,9.00E-05
ISR,RICE,THND_HA,2003,9.00E-05
ISR,RICE,THND_HA,2004,9.00E-05
ISR,RICE,THND_HA,2005,9.00E-05
ISR,RICE,THND_HA,2006,9.00E-05
ISR,RICE,THND_HA,2007,9.00E-05
ISR,RICE,THND_HA,2008,9.00E-05
ISR,RICE,THND_HA,2009,9.00E-05
ISR,RICE,THND_HA,2010,9.00E-05
ISR,RICE,THND_HA,2011,9.00E-05
ISR,RICE,THND_HA,2012,9.00E-05
ISR,RICE,THND_HA,2013,9.00E-05
ISR,RICE,THND_HA,2014,9.00E-05
ISR,RICE,THND_HA,2015,9.00E-05
ISR,RICE,THND_HA,2016,9.00E-05
ISR,RICE,THND_HA,2017,9.03E-05
ISR,RICE,THND_HA,2018,8.99E-05
ISR,RICE,THND_HA,2019,9.02E-05
ISR,RICE,THND_HA,2020,9.03E-05
ISR,RICE,THND_HA,2021,9.03E-05
ISR,RICE,THND_HA,2022,9.04E-05
ISR,RICE,THND_HA,2023,9.04E-05
ISR,RICE,THND_HA,2024,9.04E-05
ISR,RICE,THND_HA,2025,9.03E-05
ISR,RICE,THND_HA,2026,9.02E-05
NGA,RICE,THND_HA,1990,1208
NGA,RICE,THND_HA,1991,1652
NGA,RICE,THND_HA,1992,1664
NGA,RICE,THND_HA,1993,1564
NGA,RICE,THND_HA,1994,1714
NGA,RICE,THND_HA,1995,1875
NGA,RICE,THND_HA,1996,1784
NGA,RICE,THND_HA,1997,2048
NGA,RICE,THND_HA,1998,2044
NGA,RICE,THND_HA,1999,2191
NGA,RICE,THND_HA,2000,2199
NGA,RICE,THND_HA,2001,2117
NGA,RICE,THND_HA,2002,2185
NGA,RICE,THND_HA,2003,2210
NGA,RICE,THND_HA,2004,2348
NGA,RICE,THND_HA,2005,2100
NGA,RICE,THND_HA,2006,2350
NGA,RICE,THND_HA,2007,2451
NGA,RICE,THND_HA,2008,2382
NGA,RICE,THND_HA,2009,2390
NGA,RICE,THND_HA,2010,2554.2
NGA,RICE,THND_HA,2011,2579.6
NGA,RICE,THND_HA,2012,2450
NGA,RICE,THND_HA,2013,2600
NGA,RICE,THND_HA,2014,2670
NGA,RICE,THND_HA,2015,2617
NGA,RICE,THND_HA,2016,2700
NGA,RICE,THND_HA,2017,2758.970476
NGA,RICE,THND_HA,2018,2769.21596
NGA,RICE,THND_HA,2019,2781.55078
NGA,RICE,THND_HA,2020,2797.039615
NGA,RICE,THND_HA,2021,2810.487533
NGA,RICE,THND_HA,2022,2824.904345
NGA,RICE,THND_HA,2023,2838.374677
NGA,RICE,THND_HA,2024,2851.925865
NGA,RICE,THND_HA,2025,2865.888266
NGA,RICE,THND_HA,2026,2879.292088
MYS,RICE,THND_HA,1990,681
MYS,RICE,THND_HA,1991,684
MYS,RICE,THND_HA,1992,673
MYS,RICE,THND_HA,1993,693
MYS,RICE,THND_HA,1994,699
MYS,RICE,THND_HA,1995,673
MYS,RICE,THND_HA,1996,685
MYS,RICE,THND_HA,1997,691
MYS,RICE,THND_HA,1998,674
MYS,RICE,THND_HA,1999,692.4
MYS,RICE,THND_HA,2000,698.7
MYS,RICE,THND_HA,2001,673.6
MYS,RICE,THND_HA,2002,678.5
MYS,RICE,THND_HA,2003,671.8
MYS,RICE,THND_HA,2004,680.7
MYS,RICE,THND_HA,2005,666.8
MYS,RICE,THND_HA,2006,676
MYS,RICE,THND_HA,2007,676.1
MYS,RICE,THND_HA,2008,656.6
MYS,RICE,THND_HA,2009,674.9
MYS,RICE,THND_HA,2010,677.9
MYS,RICE,THND_HA,2011,687.9
MYS,RICE,THND_HA,2012,684.5
MYS,RICE,THND_HA,2013,671.7
MYS,RICE,THND_HA,2014,679.239
MYS,RICE,THND_HA,2015,730
MYS,RICE,THND_HA,2016,710
MYS,RICE,THND_HA,2017,704.1598106
MYS,RICE,THND_HA,2018,698.2566588
MYS,RICE,THND_HA,2019,692.8744234
MYS,RICE,THND_HA,2020,690.8719065
MYS,RICE,THND_HA,2021,688.5117457
MYS,RICE,THND_HA,2022,686.9199415
MYS,RICE,THND_HA,2023,686.1472434
MYS,RICE,THND_HA,2024,685.7763188
MYS,RICE,THND_HA,2025,685.1684634
MYS,RICE,THND_HA,2026,684.6146934
MOZ,RICE,THND_TONNE,1990,64
MOZ,RICE,THND_TONNE,1991,37.40000053
MOZ,RICE,THND_TONNE,1992,22.00000064
MOZ,RICE,THND_TONNE,1993,44
MOZ,RICE,THND_TONNE,1994,67.50000161
MOZ,RICE,THND_TONNE,1995,75.4
MOZ,RICE,THND_TONNE,1996,92.7
MOZ,RICE,THND_TONNE,1997,120.1000031
MOZ,RICE,THND_TONNE,1998,127.4637031
MOZ,RICE,THND_TONNE,1999,124.1287051
MOZ,RICE,THND_TONNE,2000,100.9837969
MOZ,RICE,THND_TONNE,2001,111.3222969
MOZ,RICE,THND_TONNE,2002,111.9892969
MOZ,RICE,THND_TONNE,2003,133.6667969
MOZ,RICE,THND_TONNE,2004,118.3257994
MOZ,RICE,THND_TONNE,2005,115.7912031
MOZ,RICE,THND_TONNE,2006,121.794206
MOZ,RICE,THND_TONNE,2007,130.732
MOZ,RICE,THND_TONNE,2008,126.7300012
MOZ,RICE,THND_TONNE,2009,173.42
MOZ,RICE,THND_TONNE,2010,171.7525
MOZ,RICE,THND_TONNE,2011,181.0237969
MOZ,RICE,THND_TONNE,2012,228.7142969
MOZ,RICE,THND_TONNE,2013,227.3136036
MOZ,RICE,THND_TONNE,2014,255.5944063
MOZ,RICE,THND_TONNE,2015,238.3190938
MOZ,RICE,THND_TONNE,2016,222.384506
MOZ,RICE,THND_TONNE,2017,178.7123846
MOZ,RICE,THND_TONNE,2018,176.7096534
MOZ,RICE,THND_TONNE,2019,179.1509134
MOZ,RICE,THND_TONNE,2020,180.6796262
MOZ,RICE,THND_TONNE,2021,182.4252832
MOZ,RICE,THND_TONNE,2022,184.7591133
MOZ,RICE,THND_TONNE,2023,187.332189
MOZ,RICE,THND_TONNE,2024,190.069023
MOZ,RICE,THND_TONNE,2025,192.7345712
MOZ,RICE,THND_TONNE,2026,195.5062551
KAZ,WHEAT,THND_TONNE,1990,9.00E-05
KAZ,WHEAT,THND_TONNE,1991,11689
KAZ,WHEAT,THND_TONNE,1992,18285
KAZ,WHEAT,THND_TONNE,1993,11585
KAZ,WHEAT,THND_TONNE,1994,9052
KAZ,WHEAT,THND_TONNE,1995,7500
KAZ,WHEAT,THND_TONNE,1996,7678
KAZ,WHEAT,THND_TONNE,1997,8955
KAZ,WHEAT,THND_TONNE,1998,5500
KAZ,WHEAT,THND_TONNE,1999,11242
KAZ,WHEAT,THND_TONNE,2000,9091
KAZ,WHEAT,THND_TONNE,2001,12700
KAZ,WHEAT,THND_TONNE,2002,12674
KAZ,WHEAT,THND_TONNE,2003,11537
KAZ,WHEAT,THND_TONNE,2004,9937
KAZ,WHEAT,THND_TONNE,2005,11198.3
KAZ,WHEAT,THND_TONNE,2006,13460.5
KAZ,WHEAT,THND_TONNE,2007,16466.9
KAZ,WHEAT,THND_TONNE,2008,12538.2
KAZ,WHEAT,THND_TONNE,2009,17052
KAZ,WHEAT,THND_TONNE,2010,9638.4
KAZ,WHEAT,THND_TONNE,2011,22732.1
KAZ,WHEAT,THND_TONNE,2012,9841.1
KAZ,WHEAT,THND_TONNE,2013,13940.8
KAZ,WHEAT,THND_TONNE,2014,12996.9
KAZ,WHEAT,THND_TONNE,2015,13747.6
KAZ,WHEAT,THND_TONNE,2016,14900
KAZ,WHEAT,THND_TONNE,2017,13500.16753
KAZ,WHEAT,THND_TONNE,2018,15221.50628
KAZ,WHEAT,THND_TONNE,2019,15332.82053
KAZ,WHEAT,THND_TONNE,2020,15503.58111
KAZ,WHEAT,THND_TONNE,2021,15674.79984
KAZ,WHEAT,THND_TONNE,2022,15821.56532
KAZ,WHEAT,THND_TONNE,2023,15971.59768
KAZ,WHEAT,THND_TONNE,2024,16131.69376
KAZ,WHEAT,THND_TONNE,2025,16289.75728
KAZ,WHEAT,THND_TONNE,2026,16461.34074
DZA,WHEAT,THND_HA,1990,1188
DZA,WHEAT,THND_HA,1991,1729
DZA,WHEAT,THND_HA,1992,1848
DZA,WHEAT,THND_HA,1993,1255
DZA,WHEAT,THND_HA,1994,893
DZA,WHEAT,THND_HA,1995,1681
DZA,WHEAT,THND_HA,1996,2279
DZA,WHEAT,THND_HA,1997,825
DZA,WHEAT,THND_HA,1998,2577
DZA,WHEAT,THND_HA,1999,1372
DZA,WHEAT,THND_HA,2000,827
DZA,WHEAT,THND_HA,2001,1836
DZA,WHEAT,THND_HA,2002,1398
DZA,WHEAT,THND_HA,2003,2046
DZA,WHEAT,THND_HA,2004,2000
DZA,WHEAT,THND_HA,2005,1604
DZA,WHEAT,THND_HA,2006,1784
DZA,WHEAT,THND_HA,2007,1820
DZA,WHEAT,THND_HA,2008,1007
DZA,WHEAT,THND_HA,2009,1900
DZA,WHEAT,THND_HA,2010,2000
DZA,WHEAT,THND_HA,2011,2000
DZA,WHEAT,THND_HA,2012,1967
DZA,WHEAT,THND_HA,2013,1967
DZA,WHEAT,THND_HA,2014,2000
DZA,WHEAT,THND_HA,2015,2000
DZA,WHEAT,THND_HA,2016,2000
DZA,WHEAT,THND_HA,2017,2004.725009
DZA,WHEAT,THND_HA,2018,2009.001836
DZA,WHEAT,THND_HA,2019,2009.315451
DZA,WHEAT,THND_HA,2020,2014.258688
DZA,WHEAT,THND_HA,2021,2019.790346
DZA,WHEAT,THND_HA,2022,2023.017349
DZA,WHEAT,THND_HA,2023,2026.101524
DZA,WHEAT,THND_HA,2024,2029.939061
DZA,WHEAT,THND_HA,2025,2033.906581
DZA,WHEAT,THND_HA,2026,2038.929007
TZA,WHEAT,THND_TONNE,1990,84
TZA,WHEAT,THND_TONNE,1991,65
TZA,WHEAT,THND_TONNE,1992,59
TZA,WHEAT,THND_TONNE,1993,59
TZA,WHEAT,THND_TONNE,1994,75
TZA,WHEAT,THND_TONNE,1995,84
TZA,WHEAT,THND_TONNE,1996,78
TZA,WHEAT,THND_TONNE,1997,111
TZA,WHEAT,THND_TONNE,1998,129
TZA,WHEAT,THND_TONNE,1999,82
TZA,WHEAT,THND_TONNE,2000,33
TZA,WHEAT,THND_TONNE,2001,89
TZA,WHEAT,THND_TONNE,2002,77
TZA,WHEAT,THND_TONNE,2003,74
TZA,WHEAT,THND_TONNE,2004,67
TZA,WHEAT,THND_TONNE,2005,94.200002
TZA,WHEAT,THND_TONNE,2006,110
TZA,WHEAT,THND_TONNE,2007,82.8
TZA,WHEAT,THND_TONNE,2008,43.40000104
TZA,WHEAT,THND_TONNE,2009,82.37
TZA,WHEAT,THND_TONNE,2010,62.37000198
TZA,WHEAT,THND_TONNE,2011,112.66
TZA,WHEAT,THND_TONNE,2012,108.9
TZA,WHEAT,THND_TONNE,2013,104
TZA,WHEAT,THND_TONNE,2014,167.0000018
TZA,WHEAT,THND_TONNE,2015,100
TZA,WHEAT,THND_TONNE,2016,100
TZA,WHEAT,THND_TONNE,2017,108.7177512
TZA,WHEAT,THND_TONNE,2018,110.3746541
TZA,WHEAT,THND_TONNE,2019,112.5452934
TZA,WHEAT,THND_TONNE,2020,114.7962995
TZA,WHEAT,THND_TONNE,2021,117.260445
TZA,WHEAT,THND_TONNE,2022,119.891245
TZA,WHEAT,THND_TONNE,2023,122.3439396
TZA,WHEAT,THND_TONNE,2024,124.6329143
TZA,WHEAT,THND_TONNE,2025,126.7758677
TZA,WHEAT,THND_TONNE,2026,128.6848486
UKR,RICE,THND_HA,1990,9.00E-05
UKR,RICE,THND_HA,1991,23
UKR,RICE,THND_HA,1992,24
UKR,RICE,THND_HA,1993,23
UKR,RICE,THND_HA,1994,22
UKR,RICE,THND_HA,1995,22
UKR,RICE,THND_HA,1996,23.1
UKR,RICE,THND_HA,1997,22.5
UKR,RICE,THND_HA,1998,20.7
UKR,RICE,THND_HA,1999,21.9
UKR,RICE,THND_HA,2000,25
UKR,RICE,THND_HA,2001,18.9
UKR,RICE,THND_HA,2002,19
UKR,RICE,THND_HA,2003,22.4
UKR,RICE,THND_HA,2004,21.3
UKR,RICE,THND_HA,2005,21.4
UKR,RICE,THND_HA,2006,21.5
UKR,RICE,THND_HA,2007,21.1
UKR,RICE,THND_HA,2008,19.8
UKR,RICE,THND_HA,2009,24.5
UKR,RICE,THND_HA,2010,29
UKR,RICE,THND_HA,2011,29.6
UKR,RICE,THND_HA,2012,25.8
UKR,RICE,THND_HA,2013,24.2
UKR,RICE,THND_HA,2014,10.2
UKR,RICE,THND_HA,2015,11.7
UKR,RICE,THND_HA,2016,12.2
UKR,RICE,THND_HA,2017,12.42499095
UKR,RICE,THND_HA,2018,12.41968932
UKR,RICE,THND_HA,2019,12.41773253
UKR,RICE,THND_HA,2020,12.39103884
UKR,RICE,THND_HA,2021,12.3585527
UKR,RICE,THND_HA,2022,12.33373477
UKR,RICE,THND_HA,2023,12.31712023
UKR,RICE,THND_HA,2024,12.30283255
UKR,RICE,THND_HA,2025,12.28749535
UKR,RICE,THND_HA,2026,12.27242272
SDN,WHEAT,THND_TONNE,1990,680
SDN,WHEAT,THND_TONNE,1991,895
SDN,WHEAT,THND_TONNE,1992,453
SDN,WHEAT,THND_TONNE,1993,461
SDN,WHEAT,THND_TONNE,1994,448
SDN,WHEAT,THND_TONNE,1995,527
SDN,WHEAT,THND_TONNE,1996,642
SDN,WHEAT,THND_TONNE,1997,597
SDN,WHEAT,THND_TONNE,1998,168
SDN,WHEAT,THND_TONNE,1999,214
SDN,WHEAT,THND_TONNE,2000,334
SDN,WHEAT,THND_TONNE,2001,247
SDN,WHEAT,THND_TONNE,2002,364
SDN,WHEAT,THND_TONNE,2003,332
SDN,WHEAT,THND_TONNE,2004,435
SDN,WHEAT,THND_TONNE,2005,416
SDN,WHEAT,THND_TONNE,2006,669.0000173
SDN,WHEAT,THND_TONNE,2007,587
SDN,WHEAT,THND_TONNE,2008,642
SDN,WHEAT,THND_TONNE,2009,403.0000089
SDN,WHEAT,THND_TONNE,2010,292
SDN,WHEAT,THND_TONNE,2011,324
SDN,WHEAT,THND_TONNE,2012,265
SDN,WHEAT,THND_TONNE,2013,194.0000035
SDN,WHEAT,THND_TONNE,2014,473
SDN,WHEAT,THND_TONNE,2015,485
SDN,WHEAT,THND_TONNE,2016,450
SDN,WHEAT,THND_TONNE,2017,429.9472701
SDN,WHEAT,THND_TONNE,2018,416.0867894
SDN,WHEAT,THND_TONNE,2019,409.4871537
SDN,WHEAT,THND_TONNE,2020,405.8443105
SDN,WHEAT,THND_TONNE,2021,402.7789863
SDN,WHEAT,THND_TONNE,2022,403.2088091
SDN,WHEAT,THND_TONNE,2023,410.0645127
SDN,WHEAT,THND_TONNE,2024,418.4311798
SDN,WHEAT,THND_TONNE,2025,426.7557768
SDN,WHEAT,THND_TONNE,2026,434.2814932
EGY,RICE,THND_HA,1990,435
EGY,RICE,THND_HA,1991,462
EGY,RICE,THND_HA,1992,552
EGY,RICE,THND_HA,1993,581
EGY,RICE,THND_HA,1994,579
EGY,RICE,THND_HA,1995,588
EGY,RICE,THND_HA,1996,591
EGY,RICE,THND_HA,1997,651
EGY,RICE,THND_HA,1998,517.7
EGY,RICE,THND_HA,1999,655
EGY,RICE,THND_HA,2000,659
EGY,RICE,THND_HA,2001,563.3
EGY,RICE,THND_HA,2002,650.3
EGY,RICE,THND_HA,2003,633.9
EGY,RICE,THND_HA,2004,646
EGY,RICE,THND_HA,2005,613.3
EGY,RICE,THND_HA,2006,670.8
EGY,RICE,THND_HA,2007,704
EGY,RICE,THND_HA,2008,745.4
EGY,RICE,THND_HA,2009,575.4
EGY,RICE,THND_HA,2010,459.48
EGY,RICE,THND_HA,2011,593.04
EGY,RICE,THND_HA,2012,620.34
EGY,RICE,THND_HA,2013,635
EGY,RICE,THND_HA,2014,645
EGY,RICE,THND_HA,2015,615
EGY,RICE,THND_HA,2016,655
EGY,RICE,THND_HA,2017,668.7832457
EGY,RICE,THND_HA,2018,669.1601689
EGY,RICE,THND_HA,2019,668.9403852
EGY,RICE,THND_HA,2020,668.4341715
EGY,RICE,THND_HA,2021,667.594567
EGY,RICE,THND_HA,2022,666.8207539
EGY,RICE,THND_HA,2023,666.2272412
EGY,RICE,THND_HA,2024,665.8586738
EGY,RICE,THND_HA,2025,665.4880053
EGY,RICE,THND_HA,2026,665.3092856
USA,WHEAT,THND_TONNE,1990,74296.9584
USA,WHEAT,THND_TONNE,1991,53890.4016
USA,WHEAT,THND_TONNE,1992,67136.4288
USA,WHEAT,THND_TONNE,1993,65220.4224
USA,WHEAT,THND_TONNE,1994,63168.336
USA,WHEAT,THND_TONNE,1995,59401.6416
USA,WHEAT,THND_TONNE,1996,61981.7184
USA,WHEAT,THND_TONNE,1997,67536.504
USA,WHEAT,THND_TONNE,1998,69324.5952
USA,WHEAT,THND_TONNE,1999,62460.72
USA,WHEAT,THND_TONNE,2000,60642.6912
USA,WHEAT,THND_TONNE,2001,53000.4384
USA,WHEAT,THND_TONNE,2002,44062.704
USA,WHEAT,THND_TONNE,2003,63821.52
USA,WHEAT,THND_TONNE,2004,58732.128
USA,WHEAT,THND_TONNE,2005,57289.68
USA,WHEAT,THND_TONNE,2006,49315.392
USA,WHEAT,THND_TONNE,2007,56255.472
USA,WHEAT,THND_TONNE,2008,68012.784
USA,WHEAT,THND_TONNE,2009,60365.088
USA,WHEAT,THND_TONNE,2010,60065.712
USA,WHEAT,THND_TONNE,2011,54404.784
USA,WHEAT,THND_TONNE,2012,61290.432
USA,WHEAT,THND_TONNE,2013,58106.16
USA,WHEAT,THND_TONNE,2014,55139.616
USA,WHEAT,THND_TONNE,2015,56119.392
USA,WHEAT,THND_TONNE,2016,62868.96
USA,WHEAT,THND_TONNE,2017,52681.99174
USA,WHEAT,THND_TONNE,2018,53873.48291
USA,WHEAT,THND_TONNE,2019,54842.65509
USA,WHEAT,THND_TONNE,2020,55296.02425
USA,WHEAT,THND_TONNE,2021,55779.52698
USA,WHEAT,THND_TONNE,2022,56184.76986
USA,WHEAT,THND_TONNE,2023,56657.51971
USA,WHEAT,THND_TONNE,2024,56791.3832
USA,WHEAT,THND_TONNE,2025,56978.13082
USA,WHEAT,THND_TONNE,2026,57150.20225
COL,WHEAT,THND_TONNE,1990,105
COL,WHEAT,THND_TONNE,1991,94
COL,WHEAT,THND_TONNE,1992,75
COL,WHEAT,THND_TONNE,1993,96
